,0,1,2,3,4,5,6
28526,0.8682895414102284,0.90152069105678223,0.74306291304987737,0.72113404369758349,0.97044072954546434,0.97347806686373939,0.85693348638090538
28527,0.98742704643401935,0.93166498068096926,0.70998885432992098,0.72956937516424802,0.96640486734770814,0.98511323198427037,0.80639909653295039
28529,0.90759714529361524,0.79781199531263947,0.70719000840103652,0.66936571857983873,0.96089846141379254,0.98662766441689398,0.90864236844654267
28534,0.94311635138915795,0.92671223664105706,0.80192044892073944,0.72482164762089218,0.96620128263068417,0.97119568726192784,0.80049201583919771
28535,0.71500925670424298,0.80620276349197828,0.74180616541566891,0.74758859613545714,0.96685149209182997,0.98442317984921357,0.92994227446390443
28537,0.94017219726882917,0.86441555388208235,0.72364079586806029,0.72491540114468878,0.97038633040340605,0.98272066828059634,0.85873322613661041
28539,0.90611912167247199,0.9354150876795716,0.76324610886519384,0.73615515254846853,0.97089024901930754,0.97666771007465913,0.81311150923416076
28545,0.89819013577316009,0.84861170387758189,0.68697456809553026,0.70772204291036478,0.9718925884926245,0.97948648270159244,0.85679465976686497
28547,0.91286062061546602,0.91772361654141021,0.67685589654463951,0.7365621996227103,0.96711179812145476,0.98135779526484601,0.82467220236879646
28549,0.94218454724625034,0.94450234301992597,0.71105754766693541,0.72978474966124041,0.96521667122868193,0.97548636334282057,0.79642710128140104
28551,0.89326102925255824,0.9331912116971085,0.72813358164622544,0.71755369346210529,0.96728592498406929,0.97480207790215911,0.82597844257621367
28556,0.73336632760428322,0.90157379708873608,0.70444093098265759,0.7427190449370924,0.97245966228109582,0.98177250629789592,0.86828712182146695
28560,0.99374285884651015,0.918563221772701,0.72488176526639503,0.67006719420140626,0.96242688248210539,0.97422484764560646,0.76742239212609586
28561,0.98856150832291367,0.92692428047065012,0.72913985563176809,0.68443594086959569,0.96185844621457994,0.96901326647764141,0.73895517844126513
28563,0.87769480955539159,0.91474694384483635,0.74415360182545476,0.7202709382455198,0.9758598010885714,0.98009002659813826,0.78887807363572038
28566,0.91715803160077636,0.88643136587526128,0.71913535242581816,0.75093518882015042,0.97031788362080362,0.97622238509731574,0.80107613594096794
28569,0.86013435316985787,0.86011966201218704,0.74136014283857987,0.73924182987994036,0.96841603737430515,0.97424868026544387,0.88565542700229716
28572,0.97351013551685117,0.83963654092129492,0.78429792358145523,0.72365149527978878,0.97126810537966135,0.97332461058178799,0.82014019242905944
28592,0.83976125549835867,0.86356490767442295,0.69295754778929997,0.76936173639829841,0.97123364573055238,0.9773314843390376,0.79555383371105415
28593,0.89052376549755397,0.87858591298255984,0.74990021755551473,0.7597444258845788,0.97723560332933812,0.98660055806682978,0.83552844782599367
28595,0.47433062568631967,0.89637842637234655,0.84138983223223218,0.7618828274909466,0.97356171046832152,0.99056664893064228,0.93176172093499732
28596,0.90477029371871964,0.90152992828126466,0.75425002001269537,0.76838067416287736,0.97295664742817134,0.97747754350083493,0.79187360545337493
28598,0.85161351272793251,0.82034703198307857,0.72155529116284511,0.76403666297274331,0.96423586108092485,0.97328834422678412,0.83644391386976547
28603,0.95472378372397415,0.88235695832303207,0.69026993515305834,0.70239949453870076,0.96732721307766423,0.98076265174819055,0.89595322084960094
28605,0.95955426288309309,0.88018829874336046,0.74423700568819129,0.69994015751509608,0.96619136238410774,0.97533364288760493,0.78753288575922387
28609,0.51884644796352886,0.84544214302832055,0.80774044727186223,0.75480595349524826,0.96903398699443877,0.98942289838807662,0.93656525645489486
28610,0.99538922062114865,0.88916534851565487,0.77723913487622109,0.66443637251786813,0.96026071319638451,0.98786606543932487,0.86079659728938374
28613,0.98523146282373764,0.83929969380712166,0.73836316513570233,0.71662740820003989,0.97324691838407984,0.98746132056680425,0.8686332379086239
28614,0.67289602731222842,0.87985567970204848,0.72483519553072628,0.72840254500310364,0.96821911855990073,0.98511514587212912,0.88552576039726882
28615,0.8119503542077906,0.81139011369907332,0.78241372053159219,0.7274668513319924,0.96328510071000617,0.98312209192981204,0.84828351233096133
28616,0.81154827623559467,0.85069420747901148,0.70065106726649617,0.75773147824127329,0.96617958351326572,0.97729933266984625,0.80463451629381577
28617,0.70120518484089933,0.86341478868858923,0.71071236635476176,0.75786758485367489,0.9721447901168172,0.98801318812028593,0.83524302476784218
28624,0.5760619409857437,0.85852706358517317,0.77216120508057706,0.71984144987339704,0.97038865516078332,0.98998003912050858,0.93296024661187482
28625,0.86350506062483023,0.88113136331511854,0.7096179064486603,0.72586626420547984,0.96689731421443781,0.97674066927165171,0.80798201727612029
28627,0.99695299180419106,0.925280685634563,0.69296568776329093,0.67564726936008701,0.96054281052012147,0.97682421269359532,0.77955035877793144
28634,0.80264337485804738,0.89432466115244436,0.71487538570514619,0.7399082503903418,0.96512041291785755,0.97661173986593064,0.82495911114362985
28640,0.92730193601862687,0.89561948035031325,0.67911152740172653,0.74023009929240957,0.96618082730223831,0.98490233812521744,0.79784680017555365
